gene_id	spromiscuus_homolog	spromiscuus_homolog_orthology_type
Ec-09_002660	mRNA_S-promiscuus_M_contig15.3345.1	ortholog_one2one
Ec-09_002980	mRNA_S-promiscuus_M_contig15.3346.1	ortholog_one2one
Ec-09_002940	mRNA_S-promiscuus_M_contig15.3347.1	ortholog_one2one
Ec-09_002930	mRNA_S-promiscuus_M_contig15.3348.1	ortholog_one2one
Ec-09_002900	mRNA_S-promiscuus_M_contig15.3349.1	ortholog_one2one
Ec-09_002890	mRNA_S-promiscuus_M_contig15.3350.1	ortholog_one2one
Ec-09_002880	mRNA_S-promiscuus_M_contig15.3351.1	ortholog_one2one
Ec-09_002870	mRNA_S-promiscuus_M_contig15.3354.1	ortholog_one2one
Ec-09_002840	mRNA_S-promiscuus_M_contig15.3356.1	ortholog_one2one
Ec-09_002550	mRNA_S-promiscuus_M_contig15.3359.1	ortholog_one2one
Ec-09_002570	mRNA_S-promiscuus_M_contig15.3360.1	ortholog_one2one
Ec-09_002580	mRNA_S-promiscuus_M_contig15.3361.1	ortholog_one2many
Ec-09_002590	mRNA_S-promiscuus_M_contig15.3363.1	ortholog_one2one
Ec-09_002990	mRNA_S-promiscuus_M_contig15.3364.1	ortholog_one2one
Ec-09_003010	mRNA_S-promiscuus_M_contig15.3365.1	ortholog_one2one
Ec-09_003030	mRNA_S-promiscuus_M_contig15.3366.1	ortholog_one2one
Ec-09_003050	mRNA_S-promiscuus_M_contig15.3367.1	ortholog_one2one
Ec-09_003060	mRNA_S-promiscuus_M_contig15.3369.1	ortholog_one2one
Ec-09_003090	mRNA_S-promiscuus_M_contig15.3373.1	ortholog_one2one
Ec-09_003120	mRNA_S-promiscuus_M_contig15.3375.1	ortholog_one2one
Ec-09_003130	mRNA_S-promiscuus_M_contig15.3376.1	ortholog_one2one
Ec-09_003150	mRNA_S-promiscuus_M_contig15.3377.1	ortholog_one2one
Ec-09_003160	mRNA_S-promiscuus_M_contig15.3378.1	ortholog_one2one
Ec-09_003200	mRNA_S-promiscuus_M_contig15.3402.1	ortholog_one2one
Ec-09_003190	mRNA_S-promiscuus_M_contig15.3403.1	ortholog_one2one
Ec-09_003180	mRNA_S-promiscuus_M_contig15.3404.1	ortholog_one2one
Ec-09_003170	mRNA_S-promiscuus_M_contig15.3405.1	ortholog_one2one
Ec-26_000120	mRNA_S-promiscuus_M_contig16.3410.1	ortholog_one2one
Ec-26_000130	mRNA_S-promiscuus_M_contig16.3411.1	ortholog_one2one
Ec-26_000140	mRNA_S-promiscuus_M_contig16.3413.1	ortholog_one2one
Ec-26_000150	mRNA_S-promiscuus_M_contig16.3414.1	ortholog_one2one
Ec-26_000160	mRNA_S-promiscuus_M_contig16.3415.1	ortholog_one2one
Ec-26_000170	mRNA_S-promiscuus_M_contig16.3416.1	ortholog_one2one
Ec-26_000180	mRNA_S-promiscuus_M_contig16.3417.1	ortholog_one2one
Ec-26_000190	mRNA_S-promiscuus_M_contig16.3418.1	ortholog_one2one
Ec-26_000200	mRNA_S-promiscuus_M_contig16.3419.1	ortholog_one2one
Ec-26_000220	mRNA_S-promiscuus_M_contig16.3420.1	ortholog_one2one
Ec-26_000240	mRNA_S-promiscuus_M_contig16.3421.1	ortholog_one2one
Ec-26_000250	mRNA_S-promiscuus_M_contig16.3422.1	ortholog_one2one
Ec-26_000280	mRNA_S-promiscuus_M_contig16.3423.1	ortholog_one2one
Ec-26_000290	mRNA_S-promiscuus_M_contig16.3425.1	ortholog_one2one
Ec-26_000300	mRNA_S-promiscuus_M_contig16.3426.1	ortholog_one2one
Ec-26_000330	mRNA_S-promiscuus_M_contig16.3427.1	ortholog_one2one
Ec-26_000340	mRNA_S-promiscuus_M_contig16.3428.1	ortholog_one2one
Ec-26_000350	mRNA_S-promiscuus_M_contig16.3429.1	ortholog_one2one
Ec-26_000370	mRNA_S-promiscuus_M_contig16.3430.1	ortholog_one2one
Ec-26_000390	mRNA_S-promiscuus_M_contig16.3433.1	ortholog_one2one
Ec-26_000400	mRNA_S-promiscuus_M_contig16.3438.1	ortholog_one2one
Ec-26_000410	mRNA_S-promiscuus_M_contig16.3439.1	ortholog_one2one
Ec-26_001100	mRNA_S-promiscuus_M_contig16.3440.1	ortholog_one2one
Ec-26_001090	mRNA_S-promiscuus_M_contig16.3443.1	ortholog_one2many
Ec-26_001080	mRNA_S-promiscuus_M_contig16.3444.1	ortholog_one2one
Ec-26_001070	mRNA_S-promiscuus_M_contig16.3445.1	ortholog_one2one
Ec-23_003540	mRNA_S-promiscuus_M_contig16.3446.1	ortholog_many2many
Ec-26_000710	mRNA_S-promiscuus_M_contig16.3448.1	ortholog_one2one
Ec-26_000720	mRNA_S-promiscuus_M_contig16.3449.1	ortholog_one2one
Ec-26_000730	mRNA_S-promiscuus_M_contig16.3450.1	ortholog_one2one
Ec-26_000740	mRNA_S-promiscuus_M_contig16.3451.1	ortholog_one2one
Ec-26_000760	mRNA_S-promiscuus_M_contig16.3452.1	ortholog_one2one
Ec-26_000770	mRNA_S-promiscuus_M_contig16.3453.1	ortholog_one2one
Ec-26_000790	mRNA_S-promiscuus_M_contig16.3455.1	ortholog_one2one
Ec-26_000800	mRNA_S-promiscuus_M_contig16.3456.1	ortholog_one2one
Ec-26_000810	mRNA_S-promiscuus_M_contig16.3457.1	ortholog_one2one
Ec-26_000840	mRNA_S-promiscuus_M_contig16.3458.1	ortholog_one2one
Ec-26_000850	mRNA_S-promiscuus_M_contig16.3459.1	ortholog_one2one
Ec-26_000860	mRNA_S-promiscuus_M_contig16.3460.1	ortholog_one2one
Ec-26_000880	mRNA_S-promiscuus_M_contig16.3461.1	ortholog_one2one
Ec-26_000890	mRNA_S-promiscuus_M_contig16.3462.1	ortholog_one2one
Ec-26_000910	mRNA_S-promiscuus_M_contig16.3463.1	ortholog_one2one
Ec-26_000920	mRNA_S-promiscuus_M_contig16.3464.1	ortholog_one2one
Ec-26_000960	mRNA_S-promiscuus_M_contig16.3465.1	ortholog_one2one
Ec-26_000950	mRNA_S-promiscuus_M_contig16.3466.1	ortholog_one2one
Ec-26_000940	mRNA_S-promiscuus_M_contig16.3467.1	ortholog_one2one
Ec-26_000930	mRNA_S-promiscuus_M_contig16.3470.1	ortholog_one2many
Ec-00_009250	mRNA_S-promiscuus_M_contig16.3473.1	ortholog_one2one
Ec-00_008780	mRNA_S-promiscuus_M_contig16.3475.1	ortholog_one2one
Ec-26_000980	mRNA_S-promiscuus_M_contig16.3476.1	ortholog_one2one
Ec-26_000990	mRNA_S-promiscuus_M_contig16.3477.1	ortholog_one2one
Ec-26_001000	mRNA_S-promiscuus_M_contig16.3478.1	ortholog_one2one
Ec-00_010910	mRNA_S-promiscuus_M_contig16.3479.1	ortholog_one2one
Ec-26_001020	mRNA_S-promiscuus_M_contig16.3480.1	ortholog_one2one
Ec-26_000540	mRNA_S-promiscuus_M_contig16.3481.1	ortholog_one2one
Ec-26_000530	mRNA_S-promiscuus_M_contig16.3482.1	ortholog_one2one
Ec-26_000520	mRNA_S-promiscuus_M_contig16.3485.1	ortholog_one2one
Ec-26_000510	mRNA_S-promiscuus_M_contig16.3486.1	ortholog_one2one
Ec-26_000500	mRNA_S-promiscuus_M_contig16.3487.1	ortholog_one2one
Ec-26_000490	mRNA_S-promiscuus_M_contig16.3488.1	ortholog_one2one
Ec-26_000480	mRNA_S-promiscuus_M_contig16.3489.1	ortholog_one2one
Ec-26_001380	mRNA_S-promiscuus_M_contig16.3490.1	ortholog_one2one
Ec-26_001370	mRNA_S-promiscuus_M_contig16.3491.1	ortholog_one2one
Ec-26_001360	mRNA_S-promiscuus_M_contig16.3492.1	ortholog_one2one
Ec-26_001350	mRNA_S-promiscuus_M_contig16.3493.1	ortholog_one2one
Ec-26_001340	mRNA_S-promiscuus_M_contig16.3494.1	ortholog_one2one
Ec-26_001320	mRNA_S-promiscuus_M_contig16.3496.1	ortholog_one2one
Ec-26_001300	mRNA_S-promiscuus_M_contig16.3497.1	ortholog_one2one
Ec-26_001290	mRNA_S-promiscuus_M_contig16.3498.1	ortholog_one2one
Ec-26_001280	mRNA_S-promiscuus_M_contig16.3499.1	ortholog_one2one
Ec-26_001270	mRNA_S-promiscuus_M_contig16.3503.1	ortholog_one2one
Ec-26_001260	mRNA_S-promiscuus_M_contig16.3506.1	ortholog_one2one
Ec-26_001240	mRNA_S-promiscuus_M_contig16.3507.1	ortholog_one2one
Ec-26_001220	mRNA_S-promiscuus_M_contig16.3508.1	ortholog_many2one
Ec-26_001210	mRNA_S-promiscuus_M_contig16.3509.1	ortholog_one2one
Ec-26_001200	mRNA_S-promiscuus_M_contig16.3511.1	ortholog_one2one
Ec-26_001170	mRNA_S-promiscuus_M_contig16.3512.1	ortholog_one2one
Ec-26_001160	mRNA_S-promiscuus_M_contig16.3514.1	ortholog_one2many
Ec-26_001150	mRNA_S-promiscuus_M_contig16.3515.1	ortholog_one2one
Ec-26_001140	mRNA_S-promiscuus_M_contig16.3516.1	ortholog_one2one
Ec-26_001430	mRNA_S-promiscuus_M_contig16.3519.1	ortholog_one2one
Ec-26_001440	mRNA_S-promiscuus_M_contig16.3520.1	ortholog_one2one
Ec-26_001460	mRNA_S-promiscuus_M_contig16.3524.1	ortholog_one2one
Ec-26_001470	mRNA_S-promiscuus_M_contig16.3525.1	ortholog_one2one
Ec-26_001480	mRNA_S-promiscuus_M_contig16.3526.1	ortholog_one2one
Ec-26_001490	mRNA_S-promiscuus_M_contig16.3527.1	ortholog_one2one
Ec-26_001500	mRNA_S-promiscuus_M_contig16.3528.1	ortholog_one2one
Ec-26_001520	mRNA_S-promiscuus_M_contig16.3529.1	ortholog_one2one
Ec-16_004800	mRNA_S-promiscuus_M_contig16.3535.1	ortholog_one2one
Ec-00_008200	mRNA_S-promiscuus_M_contig16.3541.1	ortholog_one2one
Ec-00_008480	mRNA_S-promiscuus_M_contig16.3542.1	ortholog_one2one
Ec-26_002650	mRNA_S-promiscuus_M_contig16.3543.1	ortholog_one2one
Ec-26_002630	mRNA_S-promiscuus_M_contig16.3544.1	ortholog_one2one
Ec-26_002610	mRNA_S-promiscuus_M_contig16.3546.1	ortholog_one2one
Ec-26_001740	mRNA_S-promiscuus_M_contig16.3547.1	ortholog_one2one
Ec-26_001730	mRNA_S-promiscuus_M_contig16.3548.1	ortholog_one2one
Ec-26_001700	mRNA_S-promiscuus_M_contig16.3551.1	ortholog_one2one
Ec-26_001690	mRNA_S-promiscuus_M_contig16.3552.1	ortholog_one2one
Ec-26_001680	mRNA_S-promiscuus_M_contig16.3553.1	ortholog_one2one
Ec-26_001670	mRNA_S-promiscuus_M_contig16.3554.1	ortholog_one2many
Ec-26_001640	mRNA_S-promiscuus_M_contig16.3557.1	ortholog_one2many
Ec-00_008210	mRNA_S-promiscuus_M_contig16.3571.1	ortholog_one2one
Ec-26_002300	mRNA_S-promiscuus_M_contig16.3572.1	ortholog_many2one
Ec-26_002290	mRNA_S-promiscuus_M_contig16.3573.1	ortholog_one2one
Ec-25_001630	mRNA_S-promiscuus_M_contig16.3574.1	ortholog_one2one
Ec-26_002270	mRNA_S-promiscuus_M_contig16.3575.1	ortholog_one2one
Ec-26_002240	mRNA_S-promiscuus_M_contig16.3578.1	ortholog_one2one
Ec-26_002230	mRNA_S-promiscuus_M_contig16.3580.1	ortholog_one2one
Ec-26_002220	mRNA_S-promiscuus_M_contig16.3581.1	ortholog_one2one
Ec-26_002200	mRNA_S-promiscuus_M_contig16.3583.1	ortholog_one2one
Ec-26_002190	mRNA_S-promiscuus_M_contig16.3584.1	ortholog_one2one
Ec-26_002180	mRNA_S-promiscuus_M_contig16.3586.1	ortholog_one2one
Ec-26_002120	mRNA_S-promiscuus_M_contig16.3589.1	ortholog_one2one
Ec-26_002130	mRNA_S-promiscuus_M_contig16.3590.1	ortholog_one2one
Ec-26_002140	mRNA_S-promiscuus_M_contig16.3591.1	ortholog_one2one
Ec-26_002150	mRNA_S-promiscuus_M_contig16.3592.1	ortholog_one2one
Ec-26_002080	mRNA_S-promiscuus_M_contig16.3593.1	ortholog_one2one
Ec-26_002090	mRNA_S-promiscuus_M_contig16.3595.1	ortholog_one2one
Ec-26_002100	mRNA_S-promiscuus_M_contig16.3596.1	ortholog_one2one
Ec-00_011210	mRNA_S-promiscuus_M_contig16.3597.1	ortholog_many2one
Ec-26_002040	mRNA_S-promiscuus_M_contig16.3599.1	ortholog_one2one
Ec-26_002030	mRNA_S-promiscuus_M_contig16.3600.1	ortholog_one2one
Ec-26_002010	mRNA_S-promiscuus_M_contig16.3601.1	ortholog_one2one
Ec-26_001870	mRNA_S-promiscuus_M_contig16.3603.1	ortholog_one2one
Ec-26_001860	mRNA_S-promiscuus_M_contig16.3604.1	ortholog_one2one
Ec-26_001850	mRNA_S-promiscuus_M_contig16.3605.1	ortholog_one2one
Ec-26_001880	mRNA_S-promiscuus_M_contig16.3607.1	ortholog_one2one
Ec-26_001890	mRNA_S-promiscuus_M_contig16.3608.1	ortholog_one2one
Ec-26_001900	mRNA_S-promiscuus_M_contig16.3609.1	ortholog_one2one
Ec-26_001940	mRNA_S-promiscuus_M_contig16.3611.1	ortholog_one2one
Ec-26_001950	mRNA_S-promiscuus_M_contig16.3612.1	ortholog_one2one
Ec-26_001960	mRNA_S-promiscuus_M_contig16.3613.1	ortholog_one2one
Ec-26_001970	mRNA_S-promiscuus_M_contig16.3614.1	ortholog_one2one
Ec-23_003610	mRNA_S-promiscuus_M_contig16.3618.1	ortholog_one2one
Ec-26_001840	mRNA_S-promiscuus_M_contig16.3619.1	ortholog_one2one
Ec-26_001830	mRNA_S-promiscuus_M_contig16.3620.1	ortholog_one2one
Ec-26_001800	mRNA_S-promiscuus_M_contig16.3621.1	ortholog_one2one
Ec-26_001790	mRNA_S-promiscuus_M_contig16.3622.1	ortholog_one2one
Ec-26_001760	mRNA_S-promiscuus_M_contig16.3626.1	ortholog_one2one
Ec-26_002590	mRNA_S-promiscuus_M_contig16.3628.1	ortholog_one2one
Ec-26_002580	mRNA_S-promiscuus_M_contig16.3629.1	ortholog_many2one
Ec-26_002560	mRNA_S-promiscuus_M_contig16.3630.1	ortholog_one2one
Ec-26_002500	mRNA_S-promiscuus_M_contig16.3631.1	ortholog_one2one
Ec-26_002510	mRNA_S-promiscuus_M_contig16.3632.1	ortholog_one2one
Ec-26_002520	mRNA_S-promiscuus_M_contig16.3633.1	ortholog_one2one
Ec-26_002550	mRNA_S-promiscuus_M_contig16.3635.1	ortholog_one2one
Ec-26_002390	mRNA_S-promiscuus_M_contig16.3637.1	ortholog_one2one
Ec-26_002400	mRNA_S-promiscuus_M_contig16.3638.1	ortholog_one2one
Ec-26_002410	mRNA_S-promiscuus_M_contig16.3639.1	ortholog_one2one
Ec-26_002420	mRNA_S-promiscuus_M_contig16.3640.1	ortholog_one2one
Ec-26_002440	mRNA_S-promiscuus_M_contig16.3641.1	ortholog_one2one
Ec-26_002450	mRNA_S-promiscuus_M_contig16.3642.1	ortholog_one2one
Ec-26_002460	mRNA_S-promiscuus_M_contig16.3643.1	ortholog_one2one
Ec-26_002470	mRNA_S-promiscuus_M_contig16.3644.1	ortholog_one2one
Ec-26_002490	mRNA_S-promiscuus_M_contig16.3646.1	ortholog_one2one
Ec-26_002380	mRNA_S-promiscuus_M_contig16.3648.1	ortholog_one2one
Ec-26_002370	mRNA_S-promiscuus_M_contig16.3649.1	ortholog_one2one
Ec-26_002360	mRNA_S-promiscuus_M_contig16.3650.1	ortholog_one2one
Ec-26_002350	mRNA_S-promiscuus_M_contig16.3651.1	ortholog_one2one
Ec-26_002340	mRNA_S-promiscuus_M_contig16.3652.1	ortholog_one2one
Ec-26_002330	mRNA_S-promiscuus_M_contig16.3653.1	ortholog_one2one
Ec-26_002320	mRNA_S-promiscuus_M_contig16.3654.1	ortholog_one2one
Ec-13_003950	mRNA_S-promiscuus_M_contig16.3658.1	ortholog_one2one
Ec-26_002800	mRNA_S-promiscuus_M_contig16.3665.1	ortholog_one2one
Ec-26_002790	mRNA_S-promiscuus_M_contig16.3666.1	ortholog_one2one
Ec-26_002780	mRNA_S-promiscuus_M_contig16.3668.1	ortholog_one2one
Ec-26_002770	mRNA_S-promiscuus_M_contig16.3669.1	ortholog_many2one
Ec-26_002760	mRNA_S-promiscuus_M_contig16.3670.1	ortholog_one2one
Ec-26_002680	mRNA_S-promiscuus_M_contig16.3671.1	ortholog_one2one
Ec-26_002700	mRNA_S-promiscuus_M_contig16.3672.1	ortholog_one2one
Ec-26_002730	mRNA_S-promiscuus_M_contig16.3673.1	ortholog_one2one
Ec-26_002740	mRNA_S-promiscuus_M_contig16.3674.1	ortholog_one2one
Ec-26_002750	mRNA_S-promiscuus_M_contig16.3675.1	ortholog_one2one
Ec-26_002670	mRNA_S-promiscuus_M_contig16.3676.1	ortholog_one2one
Ec-26_002660	mRNA_S-promiscuus_M_contig16.3677.1	ortholog_one2one
Ec-00_005590	mRNA_S-promiscuus_M_contig16.3678.1	ortholog_one2one
Ec-26_003120	mRNA_S-promiscuus_M_contig16.3679.1	ortholog_one2one
Ec-26_003140	mRNA_S-promiscuus_M_contig16.3680.1	ortholog_one2one
Ec-26_003150	mRNA_S-promiscuus_M_contig16.3681.1	ortholog_one2one
Ec-26_003160	mRNA_S-promiscuus_M_contig16.3683.1	ortholog_one2one
Ec-26_003180	mRNA_S-promiscuus_M_contig16.3684.1	ortholog_one2one
Ec-26_003200	mRNA_S-promiscuus_M_contig16.3685.1	ortholog_one2one
Ec-26_003310	mRNA_S-promiscuus_M_contig16.3687.1	ortholog_many2many
Ec-26_003300	mRNA_S-promiscuus_M_contig16.3688.1	ortholog_one2one
Ec-26_003290	mRNA_S-promiscuus_M_contig16.3689.1	ortholog_one2one
Ec-26_003280	mRNA_S-promiscuus_M_contig16.3690.1	ortholog_one2many
Ec-26_003270	mRNA_S-promiscuus_M_contig16.3691.1	ortholog_one2one
Ec-26_003260	mRNA_S-promiscuus_M_contig16.3692.1	ortholog_one2one
Ec-26_003250	mRNA_S-promiscuus_M_contig16.3693.1	ortholog_one2one
Ec-26_003240	mRNA_S-promiscuus_M_contig16.3694.1	ortholog_one2one
Ec-04_005190	mRNA_S-promiscuus_M_contig16.3695.1	ortholog_one2one
Ec-26_003100	mRNA_S-promiscuus_M_contig16.3702.1	ortholog_one2one
Ec-26_003110	mRNA_S-promiscuus_M_contig16.3704.1	ortholog_one2one
Ec-26_003050	mRNA_S-promiscuus_M_contig16.3707.1	ortholog_one2one
Ec-26_003060	mRNA_S-promiscuus_M_contig16.3708.1	ortholog_one2many
Ec-26_003080	mRNA_S-promiscuus_M_contig16.3713.1	ortholog_one2many
Ec-26_003210	mRNA_S-promiscuus_M_contig16.3716.1	ortholog_one2one
Ec-26_003220	mRNA_S-promiscuus_M_contig16.3717.1	ortholog_one2one
Ec-00_005580	mRNA_S-promiscuus_M_contig16.3723.1	ortholog_one2one
Ec-00_005570	mRNA_S-promiscuus_M_contig16.3724.1	ortholog_one2one
Ec-00_005560	mRNA_S-promiscuus_M_contig16.3725.1	ortholog_one2one
Ec-00_005550	mRNA_S-promiscuus_M_contig16.3726.1	ortholog_one2one
Ec-00_005540	mRNA_S-promiscuus_M_contig16.3727.1	ortholog_one2one
Ec-26_002980	mRNA_S-promiscuus_M_contig16.3728.1	ortholog_one2many
Ec-26_002990	mRNA_S-promiscuus_M_contig16.3730.1	ortholog_one2one
Ec-26_003340	mRNA_S-promiscuus_M_contig16.3738.1	ortholog_one2one
Ec-26_003360	mRNA_S-promiscuus_M_contig16.3739.1	ortholog_one2one
Ec-26_002920	mRNA_S-promiscuus_M_contig16.3740.1	ortholog_one2one
Ec-26_002930	mRNA_S-promiscuus_M_contig16.3741.1	ortholog_one2one
Ec-26_002950	mRNA_S-promiscuus_M_contig16.3744.1	ortholog_one2one
Ec-26_002960	mRNA_S-promiscuus_M_contig16.3745.1	ortholog_one2one
Ec-26_003040	mRNA_S-promiscuus_M_contig16.3746.1	ortholog_one2one
Ec-26_003030	mRNA_S-promiscuus_M_contig16.3747.1	ortholog_one2one
Ec-26_003020	mRNA_S-promiscuus_M_contig16.3748.1	ortholog_one2one
Ec-26_003010	mRNA_S-promiscuus_M_contig16.3749.1	ortholog_one2one
Ec-26_003000	mRNA_S-promiscuus_M_contig16.3750.1	ortholog_one2one
Ec-27_005840	mRNA_S-promiscuus_M_contig16.3763.1	ortholog_one2many
Ec-20_000030	mRNA_S-promiscuus_M_contig17.3776.1	ortholog_one2one
Ec-20_000010	mRNA_S-promiscuus_M_contig17.3777.1	ortholog_one2one
Ec-10_004640	mRNA_S-promiscuus_M_contig17.3778.1	ortholog_many2one
Ec-20_000040	mRNA_S-promiscuus_M_contig17.3780.1	ortholog_one2one
Ec-20_000050	mRNA_S-promiscuus_M_contig17.3782.1	ortholog_one2one
Ec-20_000060	mRNA_S-promiscuus_M_contig17.3783.1	ortholog_one2one
Ec-20_000070	mRNA_S-promiscuus_M_contig17.3784.1	ortholog_one2one
Ec-20_000080	mRNA_S-promiscuus_M_contig17.3785.1	ortholog_one2one
Ec-20_000180	mRNA_S-promiscuus_M_contig17.3786.1	ortholog_one2one
Ec-20_000160	mRNA_S-promiscuus_M_contig17.3788.1	ortholog_one2one
Ec-20_000150	mRNA_S-promiscuus_M_contig17.3789.1	ortholog_one2one
Ec-20_000130	mRNA_S-promiscuus_M_contig17.3790.1	ortholog_one2one
Ec-20_000120	mRNA_S-promiscuus_M_contig17.3791.1	ortholog_one2one
Ec-20_000110	mRNA_S-promiscuus_M_contig17.3792.1	ortholog_one2one
Ec-20_000210	mRNA_S-promiscuus_M_contig17.3794.1	ortholog_many2many
Ec-00_002580	mRNA_S-promiscuus_M_contig17.3795.1	ortholog_many2one
Ec-20_000250	mRNA_S-promiscuus_M_contig17.3796.1	ortholog_one2one
Ec-20_000260	mRNA_S-promiscuus_M_contig17.3798.1	ortholog_one2one
Ec-20_000280	mRNA_S-promiscuus_M_contig17.3799.1	ortholog_one2one
Ec-20_000290	mRNA_S-promiscuus_M_contig17.3801.1	ortholog_one2one
Ec-20_000300	mRNA_S-promiscuus_M_contig17.3802.1	ortholog_one2one
Ec-20_000320	mRNA_S-promiscuus_M_contig17.3803.1	ortholog_one2one
Ec-20_000330	mRNA_S-promiscuus_M_contig17.3804.1	ortholog_one2one
Ec-20_000350	mRNA_S-promiscuus_M_contig17.3805.1	ortholog_one2one
Ec-20_000370	mRNA_S-promiscuus_M_contig17.3806.1	ortholog_one2one
Ec-20_000390	mRNA_S-promiscuus_M_contig17.3807.1	ortholog_one2one
Ec-20_000380	mRNA_S-promiscuus_M_contig17.3808.1	ortholog_one2one
Ec-20_000560	mRNA_S-promiscuus_M_contig17.3809.1	ortholog_one2one
Ec-20_000540	mRNA_S-promiscuus_M_contig17.3810.1	ortholog_one2one
Ec-20_000520	mRNA_S-promiscuus_M_contig17.3814.1	ortholog_one2many
Ec-02_003280	mRNA_S-promiscuus_M_contig17.3817.1	ortholog_one2one
Ec-02_003270	mRNA_S-promiscuus_M_contig17.3819.1	ortholog_one2one
Ec-02_003210	mRNA_S-promiscuus_M_contig17.3821.1	ortholog_one2one
Ec-02_003170	mRNA_S-promiscuus_M_contig17.3824.1	ortholog_one2one
Ec-02_003160	mRNA_S-promiscuus_M_contig17.3825.1	ortholog_one2many
Ec-02_003140	mRNA_S-promiscuus_M_contig17.3828.1	ortholog_one2many
Ec-02_003120	mRNA_S-promiscuus_M_contig17.3830.1	ortholog_one2one
Ec-02_003130	mRNA_S-promiscuus_M_contig17.3831.1	ortholog_one2one
Ec-02_003110	mRNA_S-promiscuus_M_contig17.3835.1	ortholog_one2one
Ec-02_003100	mRNA_S-promiscuus_M_contig17.3836.1	ortholog_one2one
Ec-02_003090	mRNA_S-promiscuus_M_contig17.3837.1	ortholog_one2one
Ec-02_002820	mRNA_S-promiscuus_M_contig17.3838.1	ortholog_one2one
Ec-02_002830	mRNA_S-promiscuus_M_contig17.3839.1	ortholog_one2one
Ec-02_002840	mRNA_S-promiscuus_M_contig17.3840.1	ortholog_one2one
Ec-02_002850	mRNA_S-promiscuus_M_contig17.3842.1	ortholog_one2one
Ec-02_002860	mRNA_S-promiscuus_M_contig17.3843.1	ortholog_one2one
Ec-02_002870	mRNA_S-promiscuus_M_contig17.3844.1	ortholog_one2one
Ec-02_002880	mRNA_S-promiscuus_M_contig17.3845.1	ortholog_one2one
Ec-02_002910	mRNA_S-promiscuus_M_contig17.3857.1	ortholog_many2one
Ec-02_002940	mRNA_S-promiscuus_M_contig17.3858.1	ortholog_one2one
Ec-02_002960	mRNA_S-promiscuus_M_contig17.3859.1	ortholog_one2one
Ec-02_003030	mRNA_S-promiscuus_M_contig17.3860.1	ortholog_one2one
Ec-02_003040	mRNA_S-promiscuus_M_contig17.3861.1	ortholog_one2one
Ec-02_003050	mRNA_S-promiscuus_M_contig17.3863.1	ortholog_one2one
Ec-15_004700	mRNA_S-promiscuus_M_contig17.3864.1	ortholog_one2one
Ec-02_003060	mRNA_S-promiscuus_M_contig17.3865.1	ortholog_one2one
Ec-02_002800	mRNA_S-promiscuus_M_contig17.3867.1	ortholog_one2one
Ec-02_002790	mRNA_S-promiscuus_M_contig17.3868.1	ortholog_one2one
Ec-02_002770	mRNA_S-promiscuus_M_contig17.3870.1	ortholog_one2many
Ec-02_002750	mRNA_S-promiscuus_M_contig17.3871.1	ortholog_one2one
Ec-02_002740	mRNA_S-promiscuus_M_contig17.3872.1	ortholog_one2one
Ec-02_002730	mRNA_S-promiscuus_M_contig17.3874.1	ortholog_one2many
Ec-02_002720	mRNA_S-promiscuus_M_contig17.3875.1	ortholog_one2one
Ec-02_002710	mRNA_S-promiscuus_M_contig17.3876.1	ortholog_one2one
Ec-02_002700	mRNA_S-promiscuus_M_contig17.3877.1	ortholog_one2one
Ec-02_002670	mRNA_S-promiscuus_M_contig17.3878.1	ortholog_one2one
Ec-02_002690	mRNA_S-promiscuus_M_contig17.3879.1	ortholog_one2one
Ec-02_003000	mRNA_S-promiscuus_M_contig17.3883.1	ortholog_many2one
Ec-02_002570	mRNA_S-promiscuus_M_contig17.3885.1	ortholog_one2one
Ec-02_002560	mRNA_S-promiscuus_M_contig17.3888.1	ortholog_one2one
Ec-14_000310	mRNA_S-promiscuus_M_contig17.3889.1	ortholog_many2many
Ec-02_002510	mRNA_S-promiscuus_M_contig17.3896.1	ortholog_one2one
Ec-27_006430	mRNA_S-promiscuus_M_contig17.3897.1	ortholog_one2one
Ec-02_002440	mRNA_S-promiscuus_M_contig17.3910.1	ortholog_one2many
Ec-02_002450	mRNA_S-promiscuus_M_contig17.3911.1	ortholog_one2one
Ec-02_002470	mRNA_S-promiscuus_M_contig17.3916.1	ortholog_one2many
Ec-02_002430	mRNA_S-promiscuus_M_contig17.3917.1	ortholog_one2one
Ec-02_002330	mRNA_S-promiscuus_M_contig17.3919.1	ortholog_one2one
Ec-00_006260	mRNA_S-promiscuus_M_contig17.3921.1	ortholog_one2one
Ec-02_002320	mRNA_S-promiscuus_M_contig17.3925.1	ortholog_one2one
Ec-02_002310	mRNA_S-promiscuus_M_contig17.3927.1	ortholog_one2one
Ec-02_002160	mRNA_S-promiscuus_M_contig17.3928.1	ortholog_many2one
Ec-03_000370	mRNA_S-promiscuus_M_contig17.3929.1	ortholog_many2many
Ec-02_002270	mRNA_S-promiscuus_M_contig17.3930.1	ortholog_one2one
Ec-02_002280	mRNA_S-promiscuus_M_contig17.3932.1	ortholog_one2one
Ec-06_010120	mRNA_S-promiscuus_M_contig17.3934.1	ortholog_one2many
Ec-02_002640	mRNA_S-promiscuus_M_contig17.3942.1	ortholog_many2many
Ec-02_002210	mRNA_S-promiscuus_M_contig17.3947.1	ortholog_one2one
