gene_id	spromiscuus_homolog	spromiscuus_homolog_orthology_type
ES_15-augustus-gene-33.16	mRNA_S-promiscuus_M_contig11.1589.1	ortholog_many2one
ES_15-augustus-gene-34.32	mRNA_S-promiscuus_M_contig11.1578.1	ortholog_many2one
ES_15-augustus-gene-34.36	mRNA_S-promiscuus_M_contig11.1583.1	ortholog_many2one
ES_15-augustus-gene-35.4	mRNA_S-promiscuus_M_contig11.1571.1	ortholog_many2one
ES_15-augustus-gene-35.7	mRNA_S-promiscuus_M_contig11.1568.1	ortholog_many2one
ES_15-augustus-gene-35.8	mRNA_S-promiscuus_M_contig11.1579.1	ortholog_many2one
ES_15-augustus-gene-36.13	mRNA_S-promiscuus_M_contig11.1563.1	ortholog_many2one
ES_15-augustus-gene-36.18	mRNA_S-promiscuus_M_contig11.1564.1	ortholog_many2one
ES_15-augustus-gene-37.6	mRNA_S-promiscuus_M_contig11.1558.1	ortholog_many2one
ES_15-augustus-gene-39.3	mRNA_S-promiscuus_M_contig11.1518.1	ortholog_many2one
ES_15-augustus-gene-39.8	mRNA_S-promiscuus_M_contig11.1543.1	ortholog_many2one
ES_15-augustus-gene-40.46	mRNA_S-promiscuus_M_contig38.11646.1	ortholog_many2one
ES_15-augustus-gene-43.54	mRNA_S-promiscuus_M_contig11.1507.1	ortholog_many2one
ES_15-augustus-gene-48.46	mRNA_S-promiscuus_M_contig11.1437.1	ortholog_many2one
ES_15-augustus-gene-59.61	mRNA_S-promiscuus_M_contig17.3896.1	ortholog_many2one
ES_15-augustus-gene-8.44	mRNA_S-promiscuus_M_contig11.1701.1	ortholog_many2one
ES_15-snap-gene-14.15	mRNA_S-promiscuus_M_contig11.1727.1	ortholog_many2one
ES_15-snap-gene-19.9	mRNA_S-promiscuus_M_contig11.1784.1	ortholog_many2one
ES_15-snap-gene-21.41	mRNA_S-promiscuus_M_contig11.1793.1	ortholog_many2one
ES_15-snap-gene-25.52	mRNA_S-promiscuus_M_contig11.1595.1	ortholog_many2one
ES_15-snap-gene-26.38	mRNA_S-promiscuus_M_contig11.1603.1	ortholog_many2one
ES_15-snap-gene-26.47	mRNA_S-promiscuus_M_contig11.1599.1	ortholog_many2one
ES_15-snap-gene-28.14	mRNA_S-promiscuus_M_contig11.1619.1	ortholog_many2one
ES_15-snap-gene-28.18	mRNA_S-promiscuus_M_contig11.1628.1	ortholog_many2one
ES_15-snap-gene-28.9	mRNA_S-promiscuus_M_contig11.1618.1	ortholog_many2one
ES_15-snap-gene-32.4	mRNA_S-promiscuus_M_contig33.10509.1	ortholog_many2one
ES_15-snap-gene-34.10	mRNA_S-promiscuus_M_contig11.1588.1	ortholog_many2one
ES_15-snap-gene-36.29	mRNA_S-promiscuus_M_contig11.1562.1	ortholog_many2one
ES_15-snap-gene-37.20	mRNA_S-promiscuus_M_contig11.1559.1	ortholog_many2one
ES_15-snap-gene-37.23	mRNA_S-promiscuus_M_contig11.1557.1	ortholog_many2one
ES_15-snap-gene-39.20	mRNA_S-promiscuus_M_contig11.1541.1	ortholog_many2one
ES_15-snap-gene-4.5	mRNA_S-promiscuus_M_contig24.7170.1	ortholog_many2one
ES_15-snap-gene-40.10	mRNA_S-promiscuus_M_contig38.11646.1	ortholog_many2one
ES_15-snap-gene-40.13	mRNA_S-promiscuus_M_contig6.15976.1	ortholog_many2one
ES_15-snap-gene-40.14	mRNA_S-promiscuus_M_contig11.1529.1	ortholog_many2one
ES_16-augustus-gene-1.15	mRNA_S-promiscuus_M_contig33.10417.1	ortholog_many2one
ES_16-augustus-gene-1.19	mRNA_S-promiscuus_M_contig33.10413.1	ortholog_many2one
ES_16-augustus-gene-1.31	mRNA_S-promiscuus_M_contig33.10418.1	ortholog_many2one
ES_16-augustus-gene-1.32	mRNA_S-promiscuus_M_contig33.10414.1	ortholog_many2one
ES_16-augustus-gene-1.33	mRNA_S-promiscuus_M_contig33.10411.1	ortholog_many2one
ES_16-augustus-gene-13.29	mRNA_S-promiscuus_M_contig23.6859.1	ortholog_many2one
ES_16-augustus-gene-13.38	mRNA_S-promiscuus_M_contig23.6857.1	ortholog_many2one
ES_16-augustus-gene-14.0	mRNA_S-promiscuus_M_contig42.13106.1	ortholog_many2one
ES_16-augustus-gene-14.1	mRNA_S-promiscuus_M_contig42.13107.1	ortholog_many2one
ES_16-augustus-gene-15.13	mRNA_S-promiscuus_M_contig42.13112.1	ortholog_many2one
ES_16-augustus-gene-17.44	mRNA_S-promiscuus_M_contig42.13113.1	ortholog_many2one
ES_16-augustus-gene-17.45	mRNA_S-promiscuus_M_contig42.13116.1	ortholog_many2one
ES_16-augustus-gene-17.46	mRNA_S-promiscuus_M_contig42.13118.1	ortholog_many2one
ES_16-augustus-gene-17.52	mRNA_S-promiscuus_M_contig42.13114.1	ortholog_many2one
ES_16-augustus-gene-17.58	mRNA_S-promiscuus_M_contig42.13119.1	ortholog_many2one
ES_16-augustus-gene-18.43	mRNA_S-promiscuus_M_contig42.13126.1	ortholog_many2one
ES_16-augustus-gene-19.18	mRNA_S-promiscuus_M_contig42.13144.1	ortholog_many2one
ES_16-augustus-gene-2.17	mRNA_S-promiscuus_M_contig33.10404.1	ortholog_many2one
ES_16-augustus-gene-20.21	mRNA_S-promiscuus_M_contig42.13147.1	ortholog_many2one
ES_16-augustus-gene-21.30	mRNA_S-promiscuus_M_contig42.13155.1	ortholog_many2one
ES_16-augustus-gene-21.32	mRNA_S-promiscuus_M_contig42.13157.1	ortholog_many2one
ES_16-augustus-gene-21.34	mRNA_S-promiscuus_M_contig42.13158.1	ortholog_many2one
ES_16-augustus-gene-21.37	mRNA_S-promiscuus_M_contig42.13156.1	ortholog_many2one
ES_16-augustus-gene-22.9	mRNA_S-promiscuus_M_contig42.13167.1	ortholog_many2one
ES_16-augustus-gene-23.0	mRNA_S-promiscuus_M_contig2.5221.1	ortholog_many2one
ES_16-augustus-gene-29.15	mRNA_S-promiscuus_M_contig33.10555.1	ortholog_many2one
ES_16-augustus-gene-3.5	mRNA_S-promiscuus_M_contig33.10396.1	ortholog_many2one
ES_16-augustus-gene-3.8	mRNA_S-promiscuus_M_contig11.1530.1	ortholog_many2one
ES_16-augustus-gene-36.2	mRNA_S-promiscuus_M_contig77.17799.1	ortholog_many2one
ES_16-augustus-gene-36.5	mRNA_S-promiscuus_M_contig77.17798.1	ortholog_many2many
ES_16-augustus-gene-36.5	mRNA_S-promiscuus_M_contig77.17796.1	ortholog_many2many
ES_16-augustus-gene-38.24	mRNA_S-promiscuus_M_contig37.11364.1	ortholog_many2many
ES_16-augustus-gene-38.24	mRNA_S-promiscuus_M_contig37.11365.1	ortholog_many2many
ES_16-augustus-gene-38.24	mRNA_S-promiscuus_M_contig27.7965.1	ortholog_many2many
ES_16-augustus-gene-38.24	mRNA_S-promiscuus_M_contig27.7960.1	ortholog_many2many
ES_16-augustus-gene-39.4	mRNA_S-promiscuus_M_contig93.19155.1	ortholog_many2one
ES_16-augustus-gene-4.14	mRNA_S-promiscuus_M_contig11.1536.1	ortholog_many2one
ES_16-augustus-gene-4.16	mRNA_S-promiscuus_M_contig33.10393.1	ortholog_many2one
ES_16-augustus-gene-41.14	mRNA_S-promiscuus_M_contig23.6626.1	ortholog_many2one
ES_16-augustus-gene-42.54	mRNA_S-promiscuus_M_contig23.6734.1	ortholog_many2one
ES_16-augustus-gene-49.10	mRNA_S-promiscuus_M_contig23.6849.1	ortholog_many2one
ES_16-augustus-gene-5.0	mRNA_S-promiscuus_M_contig33.10385.1	ortholog_many2one
ES_16-augustus-gene-5.10	mRNA_S-promiscuus_M_contig33.10386.1	ortholog_many2one
ES_16-augustus-gene-5.2	mRNA_S-promiscuus_M_contig33.10387.1	ortholog_many2one
ES_16-augustus-gene-5.4	mRNA_S-promiscuus_M_contig33.10389.1	ortholog_many2one
ES_16-augustus-gene-50.16	mRNA_S-promiscuus_M_contig16.3552.1	ortholog_many2one
ES_16-augustus-gene-50.24	mRNA_S-promiscuus_M_contig16.3551.1	ortholog_many2one
ES_16-augustus-gene-50.26	mRNA_S-promiscuus_M_contig16.3547.1	ortholog_many2one
ES_16-augustus-gene-51.20	mRNA_S-promiscuus_M_contig16.3580.1	ortholog_many2one
ES_16-augustus-gene-53.33	mRNA_S-promiscuus_M_contig16.3593.1	ortholog_many2one
ES_16-augustus-gene-53.43	mRNA_S-promiscuus_M_contig16.3595.1	ortholog_many2one
ES_16-augustus-gene-55.51	mRNA_S-promiscuus_M_contig23.6799.1	ortholog_many2one
ES_16-augustus-gene-58.14	mRNA_S-promiscuus_M_contig23.6737.1	ortholog_many2many
ES_16-augustus-gene-58.14	mRNA_S-promiscuus_M_contig23.6723.1	ortholog_many2many
ES_16-augustus-gene-6.32	mRNA_S-promiscuus_M_contig33.10384.1	ortholog_many2one
ES_16-augustus-gene-6.36	mRNA_S-promiscuus_M_contig71.17610.1	ortholog_many2one
ES_16-augustus-gene-64.44	mRNA_S-promiscuus_M_contig23.6663.1	ortholog_many2many
ES_16-augustus-gene-64.44	mRNA_S-promiscuus_M_contig23.6664.1	ortholog_many2many
ES_16-augustus-gene-66.19	mRNA_S-promiscuus_M_contig18.4169.1	ortholog_many2one
ES_16-augustus-gene-69.26	mRNA_S-promiscuus_M_contig2.4736.1	ortholog_many2one
ES_16-augustus-gene-7.7	mRNA_S-promiscuus_M_contig7.17528.1	ortholog_many2one
ES_16-augustus-gene-9.36	mRNA_S-promiscuus_M_contig33.10424.1	ortholog_many2one
ES_16-augustus-gene-9.37	mRNA_S-promiscuus_M_contig1.399.1	ortholog_many2one
ES_16-snap-gene-1.40	mRNA_S-promiscuus_M_contig33.10415.1	ortholog_many2one
ES_16-snap-gene-12.64	mRNA_S-promiscuus_M_contig33.10468.1	ortholog_many2one
ES_16-snap-gene-13.9	mRNA_S-promiscuus_M_contig23.6858.1	ortholog_many2one
ES_16-snap-gene-14.32	mRNA_S-promiscuus_M_contig10.1253.1	ortholog_many2one
ES_16-snap-gene-15.6	mRNA_S-promiscuus_M_contig42.13111.1	ortholog_many2one
ES_16-snap-gene-17.13	mRNA_S-promiscuus_M_contig42.13117.1	ortholog_many2one
ES_16-snap-gene-18.15	mRNA_S-promiscuus_M_contig42.13133.1	ortholog_many2one
ES_16-snap-gene-18.17	mRNA_S-promiscuus_M_contig42.13137.1	ortholog_many2one
ES_16-snap-gene-19.23	mRNA_S-promiscuus_M_contig42.13145.1	ortholog_many2one
ES_16-snap-gene-20.0	mRNA_S-promiscuus_M_contig42.13151.1	ortholog_many2one
ES_16-snap-gene-29.28	mRNA_S-promiscuus_M_contig33.10555.1	ortholog_many2one
ES_16-snap-gene-3.31	mRNA_S-promiscuus_M_contig33.10400.1	ortholog_many2one
ES_16-snap-gene-34.22	mRNA_S-promiscuus_M_contig33.10468.1	ortholog_many2one
ES_16-snap-gene-42.0	mRNA_S-promiscuus_M_contig23.6725.1	ortholog_many2one
ES_16-snap-gene-45.9	mRNA_S-promiscuus_M_contig23.6782.1	ortholog_many2one
ES_16-snap-gene-46.13	mRNA_S-promiscuus_M_contig23.6794.1	ortholog_many2one
ES_16-snap-gene-54.22	mRNA_S-promiscuus_M_contig11.1693.1	ortholog_many2one
ES_16-snap-gene-6.15	mRNA_S-promiscuus_M_contig33.10390.1	ortholog_many2one
ES_16-snap-gene-69.43	mRNA_S-promiscuus_M_contig2.4734.1	ortholog_many2one
ES_16-snap-gene-69.44	mRNA_S-promiscuus_M_contig2.4735.1	ortholog_many2one
ES_16-snap-gene-7.22	mRNA_S-promiscuus_M_contig71.17608.1	ortholog_many2one
ES_16-snap-gene-7.24	mRNA_S-promiscuus_M_contig71.17609.1	ortholog_many2one
ES_16-snap-gene-8.4	mRNA_S-promiscuus_M_contig11.1487.1	ortholog_many2one
ES_16-snap-gene-8.6	mRNA_S-promiscuus_M_contig28.8125.1	ortholog_many2one
ES_16-snap-gene-9.49	mRNA_S-promiscuus_M_contig1.398.1	ortholog_many2one
ES_17-augustus-gene-15.12	mRNA_S-promiscuus_M_contig6.16398.1	ortholog_many2one
ES_17-augustus-gene-18.41	mRNA_S-promiscuus_M_contig6.16431.1	ortholog_many2one
ES_17-augustus-gene-20.12	mRNA_S-promiscuus_M_contig24.7211.1	ortholog_many2many
ES_17-augustus-gene-20.12	mRNA_S-promiscuus_M_contig24.7212.1	ortholog_many2many
ES_17-augustus-gene-22.1	mRNA_S-promiscuus_M_contig7.17596.1	ortholog_many2one
ES_17-augustus-gene-27.14	mRNA_S-promiscuus_M_contig20.5833.1	ortholog_many2one
ES_17-augustus-gene-31.36	mRNA_S-promiscuus_M_contig7.17528.1	ortholog_many2one
ES_17-augustus-gene-37.7	mRNA_S-promiscuus_M_contig6.16581.1	ortholog_many2one
ES_17-augustus-gene-44.0	mRNA_S-promiscuus_M_contig3.9362.1	ortholog_many2many
ES_17-augustus-gene-44.0	mRNA_S-promiscuus_M_contig3.9359.1	ortholog_many2many
ES_17-augustus-gene-44.0	mRNA_S-promiscuus_M_contig3.9360.1	ortholog_many2many
ES_17-augustus-gene-47.35	mRNA_S-promiscuus_M_contig6.16501.1	ortholog_many2one
ES_17-augustus-gene-51.9	mRNA_S-promiscuus_M_contig6.16478.1	ortholog_many2one
ES_17-snap-gene-28.0	mRNA_S-promiscuus_M_contig7.17575.1	ortholog_many2one
ES_17-snap-gene-34.20	mRNA_S-promiscuus_M_contig6.16541.1	ortholog_many2one
ES_17-snap-gene-5.20	mRNA_S-promiscuus_M_contig6.16321.1	ortholog_many2one
ES_18-augustus-gene-1.0	mRNA_S-promiscuus_M_contig12.1944.1	ortholog_many2one
ES_18-augustus-gene-10.27	mRNA_S-promiscuus_M_contig30.9797.1	ortholog_many2one
ES_18-augustus-gene-12.20	mRNA_S-promiscuus_M_contig30.9822.1	ortholog_many2one
ES_18-augustus-gene-12.7	mRNA_S-promiscuus_M_contig30.9823.1	ortholog_many2one
ES_18-augustus-gene-18.2	mRNA_S-promiscuus_M_contig33.10495.1	ortholog_many2one
ES_18-augustus-gene-2.23	mRNA_S-promiscuus_M_contig17.3911.1	ortholog_many2one
ES_18-augustus-gene-2.26	mRNA_S-promiscuus_M_contig30.9751.1	ortholog_many2one
ES_18-augustus-gene-24.10	mRNA_S-promiscuus_M_contig30.9599.1	ortholog_many2one
ES_18-augustus-gene-24.11	mRNA_S-promiscuus_M_contig30.9599.1	ortholog_many2one
ES_18-augustus-gene-30.37	mRNA_S-promiscuus_M_contig31.9842.1	ortholog_many2one
ES_18-augustus-gene-32.10	mRNA_S-promiscuus_M_contig27.8059.1	ortholog_many2one
ES_18-augustus-gene-32.32	mRNA_S-promiscuus_M_contig27.8060.1	ortholog_many2one
ES_18-augustus-gene-32.34	mRNA_S-promiscuus_M_contig27.8058.1	ortholog_many2one
ES_18-augustus-gene-32.7	mRNA_S-promiscuus_M_contig27.8066.1	ortholog_many2one
ES_18-augustus-gene-33.15	mRNA_S-promiscuus_M_contig27.8055.1	ortholog_many2one
ES_18-augustus-gene-33.22	mRNA_S-promiscuus_M_contig27.8056.1	ortholog_many2one
ES_18-augustus-gene-34.56	mRNA_S-promiscuus_M_contig27.8044.1	ortholog_many2one
ES_18-augustus-gene-39.54	mRNA_S-promiscuus_M_contig28.8267.1	ortholog_many2one
ES_18-augustus-gene-42.10	mRNA_S-promiscuus_M_contig20.5859.1	ortholog_many2one
ES_18-augustus-gene-43.12	mRNA_S-promiscuus_M_contig51.15248.1	ortholog_many2one
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16891.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16895.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16890.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16889.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16898.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16899.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig66.16900.1	ortholog_many2many
ES_18-augustus-gene-44.17	mRNA_S-promiscuus_M_contig16.3454.1	ortholog_many2many
ES_18-augustus-gene-44.18	mRNA_S-promiscuus_M_contig51.15236.1	ortholog_many2one
ES_18-augustus-gene-44.9	mRNA_S-promiscuus_M_contig51.15243.1	ortholog_many2many
ES_18-augustus-gene-44.9	mRNA_S-promiscuus_M_contig51.15242.1	ortholog_many2many
ES_18-augustus-gene-45.16	mRNA_S-promiscuus_M_contig51.15229.1	ortholog_many2one
ES_18-augustus-gene-45.21	mRNA_S-promiscuus_M_contig51.15230.1	ortholog_many2one
ES_18-augustus-gene-45.24	mRNA_S-promiscuus_M_contig51.15227.1	ortholog_many2one
ES_18-augustus-gene-45.26	mRNA_S-promiscuus_M_contig51.15227.1	ortholog_many2one
ES_18-augustus-gene-46.59	mRNA_S-promiscuus_M_contig51.15217.1	ortholog_many2one
ES_18-augustus-gene-46.69	mRNA_S-promiscuus_M_contig9.18684.1	ortholog_many2one
ES_18-augustus-gene-46.70	mRNA_S-promiscuus_M_contig51.15218.1	ortholog_many2one
ES_18-augustus-gene-47.39	mRNA_S-promiscuus_M_contig28.8151.1	ortholog_many2one
ES_18-augustus-gene-47.53	mRNA_S-promiscuus_M_contig28.8153.1	ortholog_many2one
ES_18-augustus-gene-47.54	mRNA_S-promiscuus_M_contig28.8156.1	ortholog_many2one
ES_18-augustus-gene-48.0	mRNA_S-promiscuus_M_contig28.8175.1	ortholog_many2one
ES_18-augustus-gene-48.10	mRNA_S-promiscuus_M_contig28.8171.1	ortholog_many2one
ES_18-augustus-gene-48.11	mRNA_S-promiscuus_M_contig28.8172.1	ortholog_many2one
ES_18-augustus-gene-48.14	mRNA_S-promiscuus_M_contig28.8177.1	ortholog_many2one
ES_18-augustus-gene-49.5	mRNA_S-promiscuus_M_contig51.15195.1	ortholog_many2one
ES_18-augustus-gene-52.24	mRNA_S-promiscuus_M_contig28.8240.1	ortholog_many2one
ES_18-augustus-gene-54.16	mRNA_S-promiscuus_M_contig28.8206.1	ortholog_many2one
ES_18-augustus-gene-59.44	mRNA_S-promiscuus_M_contig10.902.1	ortholog_many2one
ES_18-augustus-gene-6.23	mRNA_S-promiscuus_M_contig30.9778.1	ortholog_many2one
ES_18-augustus-gene-62.19	mRNA_S-promiscuus_M_contig52.15306.1	ortholog_many2one
ES_18-augustus-gene-62.20	mRNA_S-promiscuus_M_contig52.15304.1	ortholog_many2one
ES_18-augustus-gene-63.18	mRNA_S-promiscuus_M_contig52.15298.1	ortholog_many2one
ES_18-augustus-gene-64.11	mRNA_S-promiscuus_M_contig28.8132.1	ortholog_many2one
ES_18-augustus-gene-66.19	mRNA_S-promiscuus_M_contig28.8123.1	ortholog_many2one
ES_18-augustus-gene-67.12	mRNA_S-promiscuus_M_contig28.8115.1	ortholog_many2one
ES_18-augustus-gene-67.17	mRNA_S-promiscuus_M_contig28.8117.1	ortholog_many2one
ES_18-augustus-gene-67.25	mRNA_S-promiscuus_M_contig28.8112.1	ortholog_many2one
ES_18-augustus-gene-68.1	mRNA_S-promiscuus_M_contig26.7598.1	ortholog_many2one
ES_18-augustus-gene-68.11	mRNA_S-promiscuus_M_contig28.8104.1	ortholog_many2one
ES_18-augustus-gene-68.13	mRNA_S-promiscuus_M_contig28.8108.1	ortholog_many2one
ES_18-augustus-gene-68.5	mRNA_S-promiscuus_M_contig28.8105.1	ortholog_many2one
ES_18-augustus-gene-68.9	mRNA_S-promiscuus_M_contig28.8103.1	ortholog_many2one
ES_18-augustus-gene-69.5	mRNA_S-promiscuus_M_contig28.8097.1	ortholog_many2one
ES_18-augustus-gene-69.6	mRNA_S-promiscuus_M_contig28.8097.1	ortholog_many2one
ES_18-augustus-gene-71.61	mRNA_S-promiscuus_M_contig28.8090.1	ortholog_many2one
ES_18-augustus-gene-71.64	mRNA_S-promiscuus_M_contig28.8088.1	ortholog_many2one
ES_18-snap-gene-1.17	mRNA_S-promiscuus_M_contig12.2059.1	ortholog_many2many
ES_18-snap-gene-1.17	mRNA_S-promiscuus_M_contig12.1935.1	ortholog_many2many
ES_18-snap-gene-10.42	mRNA_S-promiscuus_M_contig30.9800.1	ortholog_many2one
ES_18-snap-gene-11.53	mRNA_S-promiscuus_M_contig30.9818.1	ortholog_many2one
ES_18-snap-gene-12.35	mRNA_S-promiscuus_M_contig30.9821.1	ortholog_many2one
ES_18-snap-gene-16.14	mRNA_S-promiscuus_M_contig49.14148.1	ortholog_many2one
ES_18-snap-gene-18.54	mRNA_S-promiscuus_M_contig33.10494.1	ortholog_many2one
ES_18-snap-gene-19.51	mRNA_S-promiscuus_M_contig30.9656.1	ortholog_many2one
ES_18-snap-gene-21.24	mRNA_S-promiscuus_M_contig41.13029.1	ortholog_many2one
ES_18-snap-gene-22.11	mRNA_S-promiscuus_M_contig14.3029.1	ortholog_many2many
ES_18-snap-gene-22.11	mRNA_S-promiscuus_M_contig14.3030.1	ortholog_many2many
ES_18-snap-gene-22.11	mRNA_S-promiscuus_M_contig25.7308.1	ortholog_many2many
ES_18-snap-gene-22.11	mRNA_S-promiscuus_M_contig14.3033.1	ortholog_many2many
ES_18-snap-gene-22.11	mRNA_S-promiscuus_M_contig14.3032.1	ortholog_many2many
ES_18-snap-gene-26.25	mRNA_S-promiscuus_M_contig30.9584.1	ortholog_many2one
ES_18-snap-gene-26.29	mRNA_S-promiscuus_M_contig30.9586.1	ortholog_many2one
ES_18-snap-gene-30.0	mRNA_S-promiscuus_M_contig31.9837.1	ortholog_many2one
ES_18-snap-gene-30.9	mRNA_S-promiscuus_M_contig31.9838.1	ortholog_many2one
ES_18-snap-gene-32.47	mRNA_S-promiscuus_M_contig27.8057.1	ortholog_many2one
ES_18-snap-gene-33.6	mRNA_S-promiscuus_M_contig64.16833.1	ortholog_many2many
ES_18-snap-gene-33.6	mRNA_S-promiscuus_M_contig64.16832.1	ortholog_many2many
ES_18-snap-gene-33.6	mRNA_S-promiscuus_M_contig27.8053.1	ortholog_many2many
ES_18-snap-gene-33.6	mRNA_S-promiscuus_M_contig27.8054.1	ortholog_many2many
ES_18-snap-gene-34.25	mRNA_S-promiscuus_M_contig27.8044.1	ortholog_many2one
ES_18-snap-gene-42.33	mRNA_S-promiscuus_M_contig51.15239.1	ortholog_many2many
ES_18-snap-gene-42.33	mRNA_S-promiscuus_M_contig51.15249.1	ortholog_many2many
ES_18-snap-gene-43.41	mRNA_S-promiscuus_M_contig51.15244.1	ortholog_many2one
ES_18-snap-gene-47.16	mRNA_S-promiscuus_M_contig28.8152.1	ortholog_many2one
ES_18-snap-gene-49.27	mRNA_S-promiscuus_M_contig51.15200.1	ortholog_many2one
ES_18-snap-gene-49.32	mRNA_S-promiscuus_M_contig12.2040.1	ortholog_many2one
ES_18-snap-gene-61.5	mRNA_S-promiscuus_M_contig52.15314.1	ortholog_many2one
ES_18-snap-gene-62.14	mRNA_S-promiscuus_M_contig52.15309.1	ortholog_many2one
ES_18-snap-gene-62.15	mRNA_S-promiscuus_M_contig52.15308.1	ortholog_many2one
ES_18-snap-gene-62.16	mRNA_S-promiscuus_M_contig52.15305.1	ortholog_many2one
ES_18-snap-gene-62.9	mRNA_S-promiscuus_M_contig52.15301.1	ortholog_many2one
ES_18-snap-gene-64.14	mRNA_S-promiscuus_M_contig28.8131.1	ortholog_many2one
ES_18-snap-gene-67.44	mRNA_S-promiscuus_M_contig28.8113.1	ortholog_many2one
ES_18-snap-gene-68.52	mRNA_S-promiscuus_M_contig28.8107.1	ortholog_many2one
ES_18-snap-gene-68.67	mRNA_S-promiscuus_M_contig28.8100.1	ortholog_many2one
ES_18-snap-gene-69.17	mRNA_S-promiscuus_M_contig28.8097.1	ortholog_many2one
ES_19-augustus-gene-2.19	mRNA_S-promiscuus_M_contig18.4069.1	ortholog_many2one
ES_19-augustus-gene-2.20	mRNA_S-promiscuus_M_contig18.4069.1	ortholog_many2one
ES_19-augustus-gene-21.39	mRNA_S-promiscuus_M_contig21.6033.1	ortholog_many2one
ES_19-augustus-gene-22.23	mRNA_S-promiscuus_M_contig11.1757.1	ortholog_many2one
ES_19-augustus-gene-23.23	mRNA_S-promiscuus_M_contig11.1795.1	ortholog_many2one
ES_19-augustus-gene-23.26	mRNA_S-promiscuus_M_contig11.1780.1	ortholog_many2one
ES_19-augustus-gene-24.8	mRNA_S-promiscuus_M_contig49.14240.1	ortholog_many2one
ES_19-augustus-gene-24.9	mRNA_S-promiscuus_M_contig11.1710.1	ortholog_many2one
ES_19-augustus-gene-25.20	mRNA_S-promiscuus_M_contig11.1711.1	ortholog_many2one
ES_19-augustus-gene-25.31	mRNA_S-promiscuus_M_contig11.1694.1	ortholog_many2one
ES_19-augustus-gene-25.34	mRNA_S-promiscuus_M_contig49.14236.1	ortholog_many2one
ES_19-augustus-gene-25.37	mRNA_S-promiscuus_M_contig49.14243.1	ortholog_many2one
ES_19-augustus-gene-27.16	mRNA_S-promiscuus_M_contig49.14224.1	ortholog_many2one
ES_19-augustus-gene-31.11	mRNA_S-promiscuus_M_contig18.4167.1	ortholog_many2one
ES_19-augustus-gene-31.12	mRNA_S-promiscuus_M_contig49.14213.1	ortholog_many2one
ES_19-augustus-gene-31.14	mRNA_S-promiscuus_M_contig18.4168.1	ortholog_many2one
ES_19-augustus-gene-31.16	mRNA_S-promiscuus_M_contig18.4166.1	ortholog_many2one
ES_19-augustus-gene-32.11	mRNA_S-promiscuus_M_contig49.14210.1	ortholog_many2one
ES_19-augustus-gene-32.14	mRNA_S-promiscuus_M_contig49.14200.1	ortholog_many2one
ES_19-augustus-gene-32.18	mRNA_S-promiscuus_M_contig49.14208.1	ortholog_many2one
ES_19-augustus-gene-32.8	mRNA_S-promiscuus_M_contig49.14212.1	ortholog_many2one
ES_19-augustus-gene-33.15	mRNA_S-promiscuus_M_contig49.14199.1	ortholog_many2one
ES_19-augustus-gene-34.8	mRNA_S-promiscuus_M_contig49.14204.1	ortholog_many2one
ES_19-augustus-gene-36.32	mRNA_S-promiscuus_M_contig49.14154.1	ortholog_many2many
ES_19-augustus-gene-36.32	mRNA_S-promiscuus_M_contig49.14151.1	ortholog_many2many
ES_19-augustus-gene-36.32	mRNA_S-promiscuus_M_contig49.14156.1	ortholog_many2many
ES_19-augustus-gene-36.32	mRNA_S-promiscuus_M_contig49.14153.1	ortholog_many2many
ES_19-augustus-gene-36.32	mRNA_S-promiscuus_M_contig49.14155.1	ortholog_many2many
ES_19-augustus-gene-37.23	mRNA_S-promiscuus_M_contig49.14160.1	ortholog_many2one
ES_19-augustus-gene-40.20	mRNA_S-promiscuus_M_contig14.2951.1	ortholog_many2one
ES_19-augustus-gene-40.24	mRNA_S-promiscuus_M_contig14.2948.1	ortholog_many2one
ES_19-augustus-gene-42.17	mRNA_S-promiscuus_M_contig18.4296.1	ortholog_many2one
ES_19-augustus-gene-42.19	mRNA_S-promiscuus_M_contig18.4293.1	ortholog_many2one
ES_19-augustus-gene-42.9	mRNA_S-promiscuus_M_contig14.2942.1	ortholog_many2many
ES_19-augustus-gene-42.9	mRNA_S-promiscuus_M_contig14.2939.1	ortholog_many2many
ES_19-augustus-gene-42.9	mRNA_S-promiscuus_M_contig14.2936.1	ortholog_many2many
ES_19-augustus-gene-43.44	mRNA_S-promiscuus_M_contig18.4307.1	ortholog_many2one
ES_19-augustus-gene-43.49	mRNA_S-promiscuus_M_contig18.4298.1	ortholog_many2one
ES_19-augustus-gene-43.50	mRNA_S-promiscuus_M_contig18.4300.1	ortholog_many2one
ES_19-augustus-gene-43.52	mRNA_S-promiscuus_M_contig18.4303.1	ortholog_many2one
